,label
43168,Fake
8780,True
19704,True
32868,Fake
4749,True
9410,True
40958,Fake
44627,Fake
44228,Fake
31870,Fake
9304,True
2756,True
1166,True
41139,Fake
36376,Fake
11923,True
32092,Fake
27011,Fake
34819,Fake
11669,True
9589,True
13825,True
44619,Fake
36384,Fake
14476,True
15253,True
22268,Fake
24445,Fake
26902,Fake
15275,True
18805,True
31204,Fake
25189,Fake
42638,Fake
24613,Fake
23414,Fake
32171,Fake
12669,True
7997,True
11985,True
8077,True
32551,Fake
19807,True
39419,Fake
13323,True
32013,Fake
28604,Fake
17294,True
15181,True
13302,True
18633,True
26869,Fake
31938,Fake
11719,True
25380,Fake
8035,True
16181,True
39642,Fake
29205,Fake
28982,Fake
26988,Fake
9517,True
30990,Fake
41913,Fake
17945,True
36221,Fake
33539,Fake
18327,True
33514,Fake
16816,True
11925,True
1671,True
24863,Fake
32819,Fake
37077,Fake
28441,Fake
7961,True
22003,Fake
2690,True
23642,Fake
39904,Fake
39023,Fake
21894,Fake
6489,True
24765,Fake
35043,Fake
43564,Fake
16371,True
20989,True
29615,Fake
23494,Fake
32106,Fake
42508,Fake
9477,True
38736,Fake
18127,True
31217,Fake
23781,Fake
41872,Fake
8374,True
4176,True
23881,Fake
42080,Fake
11366,True
35630,Fake
39454,Fake
35403,Fake
37915,Fake
29547,Fake
32626,Fake
39878,Fake
28845,Fake
34810,Fake
28410,Fake
28556,Fake
33686,Fake
40413,Fake
3908,True
15987,True
23601,Fake
15533,True
12679,True
112,True
27277,Fake
44400,Fake
35172,Fake
38518,Fake
38429,Fake
29049,Fake
1958,True
35301,Fake
982,True
6400,True
2236,True
14968,True
14793,True
29067,Fake
16208,True
19607,True
30952,Fake
40226,Fake
32270,Fake
9157,True
32698,Fake
414,True
33109,Fake
24595,Fake
21638,Fake
39236,Fake
3788,True
14247,True
3082,True
32328,Fake
37245,Fake
21276,True
12981,True
33501,Fake
34543,Fake
16457,True
28650,Fake
36129,Fake
32477,Fake
7451,True
36768,Fake
7921,True
29772,Fake
11188,True
28105,Fake
3448,True
28139,Fake
8101,True
39288,Fake
20232,True
39838,Fake
34426,Fake
22429,Fake
22305,Fake
22533,Fake
36293,Fake
28698,Fake
11325,True
13400,True
712,True
6640,True
22855,Fake
30345,Fake
23818,Fake
38730,Fake
23885,Fake
27117,Fake
31691,Fake
14483,True
14583,True
43967,Fake
33000,Fake
583,True
34914,Fake
25229,Fake
9068,True
16007,True
31434,Fake
2695,True
35553,Fake
23668,Fake
40870,Fake
19369,True
15742,True
23862,Fake
1294,True
27230,Fake
27558,Fake
22333,Fake
10424,True
41408,Fake
36232,Fake
5173,True
2250,True
3639,True
11490,True
31255,Fake
12217,True
24274,Fake
19933,True
8678,True
29366,Fake
17919,True
33635,Fake
42993,Fake
41712,Fake
42917,Fake
31766,Fake
39816,Fake
39483,Fake
22749,Fake
25768,Fake
43861,Fake
35752,Fake
5933,True
19103,True
23587,Fake
2664,True
15617,True
29918,Fake
1079,True
12518,True
41546,Fake
16908,True
1522,True
8319,True
21197,True
15910,True
14758,True
8729,True
30945,Fake
3616,True
44876,Fake
43174,Fake
32585,Fake
39749,Fake
9888,True
6138,True
29034,Fake
37628,Fake
18505,True
43067,Fake
17585,True
34541,Fake
44660,Fake
5585,True
11991,True
21431,Fake
11736,True
44302,Fake
4897,True
36546,Fake
23395,Fake
30209,Fake
23543,Fake
21770,Fake
30732,Fake
36767,Fake
5047,True
41218,Fake
4419,True
33526,Fake
10658,True
30300,Fake
29769,Fake
18524,True
41335,Fake
35715,Fake
1283,True
27013,Fake
14405,True
5059,True
7337,True
9259,True
18057,True
23408,Fake
44387,Fake
25157,Fake
2614,True
19385,True
37584,Fake
24073,Fake
21307,True
31536,Fake
16303,True
38280,Fake
44290,Fake
29157,Fake
40039,Fake
4316,True
4514,True
23088,Fake
4807,True
14402,True
13820,True
37790,Fake
41158,Fake
20267,True
28369,Fake
13076,True
31668,Fake
1964,True
34815,Fake
1564,True
4712,True
41327,Fake
5295,True
20725,True
11656,True
33829,Fake
4774,True
34147,Fake
22852,Fake
42390,Fake
4598,True
22393,Fake
5850,True
11063,True
40085,Fake
10823,True
43264,Fake
41032,Fake
24220,Fake
26961,Fake
41359,Fake
35959,Fake
11933,True
23623,Fake
9779,True
12993,True
18391,True
27127,Fake
40728,Fake
34932,Fake
29501,Fake
31588,Fake
43699,Fake
17138,True
36822,Fake
37582,Fake
18143,True
41849,Fake
18264,True
44715,Fake
43638,Fake
37955,Fake
20324,True
42778,Fake
37318,Fake
13376,True
38811,Fake
19401,True
29642,Fake
5715,True
7130,True
6310,True
9275,True
7199,True
42170,Fake
7675,True
4277,True
6666,True
10958,True
37117,Fake
26292,Fake
8561,True
43255,Fake
20120,True
41005,Fake
13014,True
2487,True
2437,True
44745,Fake
628,True
3822,True
4849,True
7231,True
7901,True
44254,Fake
36816,Fake
11314,True
1628,True
39979,Fake
8977,True
20653,True
3070,True
37063,Fake
28819,Fake
27323,Fake
3033,True
31798,Fake
19096,True
40155,Fake
11258,True
12295,True
12561,True
28602,Fake
4136,True
12531,True
41152,Fake
28627,Fake
11154,True
12880,True
38164,Fake
29676,Fake
41142,Fake
26408,Fake
31973,Fake
22981,Fake
18862,True
25363,Fake
39155,Fake
15736,True
27830,Fake
19489,True
40929,Fake
23845,Fake
16653,True
38945,Fake
19289,True
6999,True
26385,Fake
39943,Fake
4352,True
16606,True
4437,True
44041,Fake
9798,True
16314,True
33453,Fake
24211,Fake
20352,True
30436,Fake
39977,Fake
37246,Fake
33741,Fake
5570,True
1797,True
31614,Fake
15335,True
42888,Fake
13154,True
43994,Fake
41782,Fake
764,True
26535,Fake
8890,True
13037,True
30844,Fake
34423,Fake
40483,Fake
28416,Fake
4334,True
5678,True
38995,Fake
28280,Fake
43550,Fake
971,True
21672,Fake
21568,Fake
4529,True
19885,True
29911,Fake
37053,Fake
41956,Fake
42106,Fake
13945,True
42472,Fake
23,True
28700,Fake
12373,True
32521,Fake
12218,True
10351,True
10010,True
33280,Fake
23667,Fake
18219,True
11206,True
13990,True
21400,True
16011,True
24695,Fake
14425,True
18918,True
11704,True
299,True
38616,Fake
44304,Fake
36015,Fake
14821,True
18992,True
37762,Fake
570,True
14746,True
6839,True
24795,Fake
41055,Fake
26208,Fake
44657,Fake
11255,True
37661,Fake
21295,True
31208,Fake
7920,True
27980,Fake
32647,Fake
34214,Fake
28094,Fake
22070,Fake
28201,Fake
14376,True
29059,Fake
32942,Fake
25271,Fake
4055,True
37804,Fake
18641,True
18618,True
13392,True
20651,True
8755,True
40945,Fake
44809,Fake
3972,True
40816,Fake
6672,True
7046,True
12046,True
16723,True
32016,Fake
18430,True
33754,Fake
5695,True
40278,Fake
44264,Fake
17771,True
37016,Fake
42100,Fake
31168,Fake
34596,Fake
43965,Fake
33798,Fake
18227,True
40126,Fake
7903,True
2427,True
26528,Fake
24809,Fake
14249,True
42350,Fake
7127,True
36725,Fake
16910,True
15050,True
27942,Fake
38082,Fake
1927,True
5004,True
12861,True
15456,True
32047,Fake
20098,True
8408,True
7167,True
12522,True
35439,Fake
34428,Fake
36411,Fake
12553,True
29479,Fake
40621,Fake
30132,Fake
44341,Fake
13005,True
37636,Fake
31137,Fake
12732,True
36012,Fake
9509,True
39574,Fake
26998,Fake
10864,True
35737,Fake
23456,Fake
34685,Fake
41708,Fake
28312,Fake
9594,True
29816,Fake
20237,True
24358,Fake
9024,True
26970,Fake
4426,True
4288,True
30724,Fake
10948,True
43683,Fake
43587,Fake
35225,Fake
39460,Fake
27435,Fake
2471,True
34131,Fake
27696,Fake
26146,Fake
41725,Fake
4026,True
23340,Fake
1510,True
24784,Fake
40645,Fake
10307,True
21506,Fake
5481,True
39057,Fake
6520,True
37365,Fake
37557,Fake
5875,True
5414,True
13349,True
5601,True
110,True
41862,Fake
38358,Fake
8680,True
40147,Fake
34744,Fake
35463,Fake
40670,Fake
32955,Fake
20800,True
24941,Fake
25914,Fake
29430,Fake
20566,True
31444,Fake
9579,True
6200,True
43626,Fake
41000,Fake
42087,Fake
30880,Fake
38749,Fake
31101,Fake
28696,Fake
38173,Fake
29347,Fake
4850,True
37390,Fake
9184,True
34498,Fake
13801,True
25440,Fake
23634,Fake
37909,Fake
36681,Fake
24480,Fake
3587,True
14891,True
19113,True
15495,True
13756,True
548,True
11721,True
30503,Fake
10951,True
17459,True
8495,True
26313,Fake
40594,Fake
39196,Fake
17979,True
30094,Fake
26026,Fake
3767,True
12132,True
18246,True
34327,Fake
39148,Fake
15885,True
23861,Fake
6271,True
14504,True
17752,True
333,True
44238,Fake
4587,True
44848,Fake
23920,Fake
18421,True
26290,Fake
6366,True
29044,Fake
35543,Fake
20983,True
12414,True
5610,True
3412,True
16466,True
40563,Fake
15367,True
9674,True
38451,Fake
15047,True
10516,True
25828,Fake
19474,True
20970,True
29814,Fake
24323,Fake
4653,True
4214,True
2887,True
22307,Fake
1059,True
7787,True
1120,True
32227,Fake
9677,True
26318,Fake
40340,Fake
11901,True
24611,Fake
1231,True
34063,Fake
34897,Fake
35027,Fake
30974,Fake
19221,True
26966,Fake
22225,Fake
16460,True
30174,Fake
113,True
22587,Fake
34830,Fake
1753,True
28978,Fake
18650,True
30474,Fake
35184,Fake
5309,True
33316,Fake
40312,Fake
36121,Fake
35956,Fake
7827,True
39359,Fake
12838,True
9890,True
37442,Fake
6631,True
6001,True
43786,Fake
15648,True
8401,True
44064,Fake
13981,True
37666,Fake
27345,Fake
11190,True
32876,Fake
1216,True
30425,Fake
8849,True
28392,Fake
35523,Fake
41741,Fake
3820,True
12776,True
37985,Fake
12144,True
1029,True
30916,Fake
12116,True
44623,Fake
8488,True
670,True
21817,Fake
21345,True
29779,Fake
97,True
29355,Fake
601,True
37705,Fake
32316,Fake
35904,Fake
42908,Fake
17567,True
20029,True
32064,Fake
21736,Fake
8770,True
34660,Fake
15986,True
2493,True
28043,Fake
4105,True
17947,True
25401,Fake
671,True
31570,Fake
6119,True
23717,Fake
3927,True
4714,True
4940,True
37177,Fake
17738,True
14404,True
20996,True
23419,Fake
42712,Fake
6917,True
31932,Fake
12283,True
39779,Fake
28243,Fake
30902,Fake
37927,Fake
15340,True
32828,Fake
29857,Fake
42418,Fake
29076,Fake
17407,True
22910,Fake
9479,True
20814,True
2896,True
558,True
16952,True
20999,True
11950,True
30099,Fake
39894,Fake
12303,True
30059,Fake
1549,True
8138,True
25502,Fake
27774,Fake
42555,Fake
37658,Fake
11482,True
10009,True
33080,Fake
39466,Fake
33091,Fake
31271,Fake
7273,True
30166,Fake
39321,Fake
36036,Fake
12826,True
6443,True
918,True
25399,Fake
21902,Fake
42657,Fake
8789,True
3476,True
23242,Fake
1814,True
18695,True
41062,Fake
9491,True
42283,Fake
44065,Fake
633,True
34968,Fake
25148,Fake
35812,Fake
37280,Fake
20173,True
3922,True
3525,True
18067,True
33017,Fake
33394,Fake
17191,True
38919,Fake
29437,Fake
29108,Fake
30245,Fake
28327,Fake
21504,Fake
17283,True
1544,True
11081,True
40635,Fake
30715,Fake
35097,Fake
19086,True
40664,Fake
7008,True
20752,True
5231,True
33520,Fake
17107,True
40472,Fake
9112,True
34731,Fake
25476,Fake
27627,Fake
23086,Fake
31016,Fake
39382,Fake
17040,True
4827,True
32938,Fake
44574,Fake
35334,Fake
22592,Fake
37011,Fake
5392,True
21666,Fake
5070,True
25303,Fake
37057,Fake
40846,Fake
24768,Fake
9417,True
36140,Fake
11804,True
9443,True
13227,True
39120,Fake
43723,Fake
219,True
34946,Fake
16884,True
1924,True
22535,Fake
9227,True
44797,Fake
44107,Fake
7169,True
36491,Fake
14217,True
25406,Fake
13057,True
33590,Fake
34701,Fake
32883,Fake
39071,Fake
1761,True
43911,Fake
28653,Fake
3939,True
5571,True
26424,Fake
15222,True
13620,True
37914,Fake
21478,Fake
39156,Fake
142,True
24534,Fake
27298,Fake
6244,True
19342,True
7801,True
14489,True
23042,Fake
1497,True
33124,Fake
19288,True
15521,True
14490,True
41153,Fake
1728,True
38475,Fake
18658,True
31736,Fake
24154,Fake
31013,Fake
36944,Fake
6082,True
18906,True
12733,True
6523,True
28684,Fake
26286,Fake
16009,True
41664,Fake
3875,True
37196,Fake
11301,True
39226,Fake
26963,Fake
44602,Fake
24543,Fake
8253,True
20437,True
4542,True
23104,Fake
24508,Fake
40266,Fake
18982,True
10271,True
7477,True
2389,True
18945,True
23555,Fake
19924,True
24818,Fake
16639,True
30373,Fake
39032,Fake
17363,True
32135,Fake
31366,Fake
2255,True
41665,Fake
38449,Fake
34145,Fake
16934,True
5270,True
11264,True
31431,Fake
12701,True
15441,True
27005,Fake
42658,Fake
37258,Fake
29253,Fake
37271,Fake
44847,Fake
28409,Fake
10471,True
39865,Fake
29558,Fake
14142,True
6614,True
30954,Fake
36987,Fake
12598,True
22641,Fake
44080,Fake
12623,True
31645,Fake
36194,Fake
28237,Fake
22314,Fake
27105,Fake
1748,True
14612,True
4681,True
15425,True
9620,True
29009,Fake
756,True
10656,True
16138,True
6723,True
38615,Fake
42310,Fake
18343,True
18201,True
43492,Fake
41277,Fake
35051,Fake
15140,True
20638,True
10667,True
19343,True
5406,True
39433,Fake
41126,Fake
42537,Fake
43182,Fake
20631,True
32458,Fake
27577,Fake
22290,Fake
21313,True
43282,Fake
3980,True
5566,True
17609,True
38355,Fake
41777,Fake
39740,Fake
29060,Fake
11758,True
44343,Fake
30826,Fake
16435,True
22798,Fake
3245,True
30458,Fake
4949,True
1182,True
8860,True
34748,Fake
20536,True
19730,True
7315,True
18058,True
31806,Fake
15744,True
41473,Fake
30362,Fake
1045,True
39717,Fake
37034,Fake
1734,True
7253,True
36691,Fake
10355,True
18614,True
14081,True
24940,Fake
24085,Fake
39087,Fake
36169,Fake
37384,Fake
14175,True
19869,True
2038,True
10594,True
41105,Fake
14918,True
15311,True
1127,True
34551,Fake
23022,Fake
36167,Fake
44232,Fake
39664,Fake
13296,True
6803,True
20257,True
2914,True
21165,True
956,True
39887,Fake
28820,Fake
29601,Fake
10206,True
32081,Fake
9801,True
17214,True
7198,True
36677,Fake
42419,Fake
24506,Fake
19010,True
4592,True
30985,Fake
38215,Fake
30763,Fake
2829,True
11519,True
38888,Fake
10982,True
19956,True
31775,Fake
33309,Fake
24570,Fake
29662,Fake
20210,True
18645,True
30372,Fake
41932,Fake
16566,True
25596,Fake
416,True
20671,True
31170,Fake
181,True
34418,Fake
42207,Fake
5654,True
7984,True
22911,Fake
22262,Fake
23427,Fake
23730,Fake
14118,True
34592,Fake
11432,True
39547,Fake
9646,True
24988,Fake
31470,Fake
10336,True
19337,True
6607,True
34911,Fake
17098,True
7027,True
28908,Fake
13789,True
11407,True
22161,Fake
40343,Fake
25228,Fake
14856,True
10538,True
7967,True
33534,Fake
19736,True
17544,True
31950,Fake
16101,True
10478,True
41870,Fake
17729,True
2692,True
17597,True
37113,Fake
42464,Fake
12688,True
31640,Fake
41035,Fake
28457,Fake
33424,Fake
33403,Fake
24946,Fake
28718,Fake
15064,True
28674,Fake
8079,True
16344,True
41968,Fake
39171,Fake
21512,Fake
3803,True
33614,Fake
4067,True
28774,Fake
38055,Fake
11609,True
16030,True
39910,Fake
16818,True
40355,Fake
42493,Fake
32871,Fake
20974,True
17915,True
19174,True
38685,Fake
23606,Fake
40186,Fake
15083,True
22230,Fake
22436,Fake
2888,True
26432,Fake
27711,Fake
41282,Fake
21670,Fake
28337,Fake
12140,True
23749,Fake
15263,True
18884,True
19517,True
39079,Fake
7814,True
2404,True
4440,True
3683,True
14691,True
25134,Fake
16153,True
35296,Fake
5783,True
33078,Fake
29613,Fake
12990,True
19569,True
21939,Fake
24596,Fake
9497,True
36511,Fake
42466,Fake
5727,True
20919,True
20461,True
16708,True
2409,True
11210,True
332,True
43249,Fake
37554,Fake
2590,True
43722,Fake
14576,True
44661,Fake
16650,True
38577,Fake
18760,True
20421,True
35728,Fake
20863,True
2624,True
25707,Fake
41162,Fake
38317,Fake
16771,True
7178,True
10863,True
36412,Fake
22522,Fake
13583,True
15262,True
7491,True
38824,Fake
11322,True
15697,True
37159,Fake
17513,True
17954,True
30856,Fake
6957,True
23878,Fake
43342,Fake
4719,True
28179,Fake
14736,True
33851,Fake
27006,Fake
1774,True
19712,True
14317,True
37079,Fake
12232,True
38859,Fake
34509,Fake
17967,True
2155,True
39901,Fake
14259,True
6256,True
24899,Fake
32288,Fake
26641,Fake
30827,Fake
32909,Fake
8314,True
26548,Fake
37696,Fake
44457,Fake
17430,True
19723,True
37055,Fake
6280,True
23462,Fake
43133,Fake
34644,Fake
26918,Fake
39955,Fake
43675,Fake
4079,True
10718,True
42596,Fake
33595,Fake
12347,True
36332,Fake
10565,True
35826,Fake
36982,Fake
40122,Fake
38640,Fake
21570,Fake
33075,Fake
34715,Fake
17141,True
23829,Fake
4867,True
6259,True
26510,Fake
9514,True
387,True
44741,Fake
14193,True
24493,Fake
31948,Fake
17591,True
26362,Fake
25432,Fake
41116,Fake
18749,True
16993,True
15041,True
19018,True
7606,True
26103,Fake
2787,True
12360,True
21700,Fake
10950,True
14341,True
23157,Fake
42185,Fake
18728,True
18063,True
29368,Fake
15347,True
21130,True
11287,True
16316,True
27839,Fake
31291,Fake
21547,Fake
7195,True
12024,True
26106,Fake
7552,True
8333,True
23217,Fake
36890,Fake
14055,True
3098,True
28056,Fake
41051,Fake
33946,Fake
29969,Fake
15803,True
39394,Fake
5275,True
26712,Fake
7608,True
13070,True
21192,True
26458,Fake
38287,Fake
1211,True
30018,Fake
3721,True
25167,Fake
41551,Fake
20647,True
22312,Fake
11309,True
37030,Fake
20285,True
19481,True
32257,Fake
39277,Fake
36163,Fake
6659,True
30363,Fake
2941,True
40922,Fake
16992,True
43906,Fake
17222,True
43356,Fake
36930,Fake
4403,True
39935,Fake
34683,Fake
26263,Fake
12317,True
32361,Fake
32317,Fake
32614,Fake
15207,True
22555,Fake
25821,Fake
42406,Fake
42876,Fake
42629,Fake
2752,True
12875,True
17922,True
38937,Fake
26587,Fake
15018,True
4895,True
24607,Fake
11332,True
5856,True
20907,True
13512,True
27403,Fake
480,True
16990,True
16234,True
29499,Fake
16463,True
22472,Fake
34775,Fake
12209,True
7656,True
43426,Fake
31458,Fake
31475,Fake
1665,True
26904,Fake
29405,Fake
7849,True
36431,Fake
40099,Fake
12125,True
15229,True
30495,Fake
40504,Fake
2539,True
42074,Fake
25035,Fake
11682,True
42844,Fake
5963,True
7327,True
30687,Fake
31260,Fake
2353,True
40231,Fake
30579,Fake
29659,Fake
42139,Fake
36047,Fake
22177,Fake
32150,Fake
2573,True
37070,Fake
13351,True
3310,True
8605,True
14457,True
22460,Fake
9266,True
35076,Fake
8027,True
35383,Fake
4290,True
10301,True
42154,Fake
15329,True
21843,Fake
15069,True
9940,True
42553,Fake
41108,Fake
11768,True
2254,True
33236,Fake
19759,True
35318,Fake
17365,True
18447,True
399,True
39493,Fake
32403,Fake
13940,True
930,True
13645,True
35242,Fake
12949,True
24072,Fake
16735,True
32289,Fake
40067,Fake
14514,True
27153,Fake
29054,Fake
44601,Fake
35372,Fake
32939,Fake
30410,Fake
39110,Fake
7627,True
30556,Fake
22467,Fake
4109,True
40146,Fake
3385,True
5638,True
28912,Fake
26780,Fake
5911,True
31792,Fake
23693,Fake
43466,Fake
32984,Fake
42187,Fake
23075,Fake
38996,Fake
37140,Fake
34623,Fake
44038,Fake
33356,Fake
41423,Fake
17022,True
15390,True
4199,True
5864,True
34471,Fake
2174,True
43425,Fake
8652,True
2489,True
29018,Fake
21720,Fake
43471,Fake
22412,Fake
34127,Fake
15173,True
19729,True
9854,True
6470,True
13995,True
12268,True
3062,True
29041,Fake
40708,Fake
2556,True
31753,Fake
24184,Fake
33847,Fake
40578,Fake
23782,Fake
31127,Fake
5248,True
26324,Fake
28168,Fake
8420,True
10109,True
34081,Fake
2017,True
43476,Fake
26521,Fake
1815,True
13689,True
16970,True
35313,Fake
7992,True
21144,True
7829,True
36397,Fake
21854,Fake
38291,Fake
38232,Fake
36739,Fake
39852,Fake
29470,Fake
23948,Fake
10921,True
4399,True
29252,Fake
44490,Fake
29151,Fake
42851,Fake
44868,Fake
11760,True
12119,True
44134,Fake
22764,Fake
16545,True
41921,Fake
44553,Fake
42099,Fake
14113,True
37995,Fake
12886,True
1030,True
10247,True
2843,True
1446,True
15170,True
6455,True
20761,True
17649,True
40615,Fake
14044,True
27085,Fake
15745,True
22549,Fake
39768,Fake
44794,Fake
27268,Fake
30651,Fake
39470,Fake
39692,Fake
689,True
21678,Fake
38882,Fake
13226,True
5206,True
10972,True
21002,True
20151,True
20967,True
42632,Fake
30344,Fake
41543,Fake
18673,True
8081,True
43593,Fake
8315,True
23166,Fake
27843,Fake
16340,True
14980,True
39017,Fake
44577,Fake
2597,True
1152,True
28184,Fake
23585,Fake
31108,Fake
17332,True
24164,Fake
13157,True
39128,Fake
17727,True
23030,Fake
42642,Fake
8562,True
13393,True
18158,True
19164,True
6851,True
32688,Fake
34858,Fake
43665,Fake
35237,Fake
5637,True
10731,True
40842,Fake
43467,Fake
9485,True
20884,True
7805,True
42212,Fake
15810,True
11458,True
2206,True
5344,True
37905,Fake
26310,Fake
42141,Fake
22182,Fake
41155,Fake
11636,True
23018,Fake
9717,True
2668,True
28185,Fake
23043,Fake
16544,True
25068,Fake
5458,True
16202,True
27333,Fake
14356,True
37035,Fake
10930,True
31473,Fake
289,True
25142,Fake
2825,True
38887,Fake
12855,True
38611,Fake
35805,Fake
24948,Fake
37110,Fake
14747,True
21656,Fake
32523,Fake
38257,Fake
5754,True
17761,True
39468,Fake
19351,True
6485,True
13173,True
28390,Fake
36093,Fake
3971,True
36143,Fake
28853,Fake
12239,True
8412,True
13925,True
4285,True
23384,Fake
13277,True
17925,True
14368,True
41478,Fake
24265,Fake
20837,True
28054,Fake
43144,Fake
20531,True
17486,True
25350,Fake
40315,Fake
27075,Fake
19147,True
21467,Fake
27603,Fake
15377,True
36207,Fake
28580,Fake
6203,True
24473,Fake
6209,True
9076,True
31805,Fake
23452,Fake
33041,Fake
7535,True
38160,Fake
216,True
6785,True
28605,Fake
43554,Fake
35450,Fake
18704,True
31576,Fake
22601,Fake
27037,Fake
6842,True
11947,True
2484,True
24780,Fake
20914,True
6881,True
32703,Fake
19390,True
22791,Fake
30159,Fake
37477,Fake
26706,Fake
25441,Fake
32474,Fake
31540,Fake
20088,True
15738,True
20282,True
37579,Fake
8475,True
